smiles,molfile,image_file
CO(C)P=C(Br)Br,,CDK_Depict_12_74.png
CN(C)C1NN=NN1C,,CDK_Depict_12_83.png
NN(C)CN(=N)O,,CDK_Depict_12_90.png
O=COC2(=O)CC1CCCCC1CO2,,CDK_Depict_13_9.png
C=C(O)C(=CS)C(C)C,,CDK_Depict_13_20.png
O(C(F)(F)F)C(F)(F)F,,CDK_Depict_13_27.png
,,CDK_Depict_13_38.png
CNS1NC=CC=N1,,CDK_Depict_13_52.png
,,CDK_Depict_13_53.png
OP(C(=O)O)P(=O)O,,CDK_Depict_13_59.png
C(O)CCN=N(CC)(O)C(=O)O,,CDK_Depict_13_68.png
CCN(CC)P(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)N(CC)NC,,CDK_Depict_13_69.png
CN(C)CC1N=N1,,CDK_Depict_13_91.png
O(=C(C)CO)C(=O)C,,CDK_Depict_13_95.png
C=CN=NNC(=C)C(=C)C,,CDK_Depict_13_96.png
CC1=NS2N=C1N(N)C2,,CDK_Depict_14_1.png
O=CCC1CCOC=N1,,CDK_Depict_14_30.png
N=NN(F)C#N,,CDK_Depict_14_40.png
CC(F)(F)(C=CC(F)(F)F)C(F)(F)F,,CDK_Depict_14_45.png
NCCCCC(N)=N1(N)=NC=CS1,,CDK_Depict_15_7.png
CCNCC1CC=C(N)CC1,,CDK_Depict_15_16.png
CC(C)C1(=O)C2(C)(C)C1(C)C2(C)C,,CDK_Depict_15_24.png
,,CDK_Depict_15_26.png
CNN1N2(C)C1(C)C2(C)C,,CDK_Depict_15_46.png
NC=NC=NC=N2C1=NC=NC1CC3=NNN=C23,,CDK_Depict_15_54.png
OC=CC(O)C=C1(CO)C=CC(O)C=C1,,CDK_Depict_15_63.png
CC(C)N=S1(C)CCCN1=O,,CDK_Depict_15_65.png
O=S(=O)OCN(=O)OON1C=CC=C1,,CDK_Depict_15_90.png
O=C(NC=O)NCCNC=O,,CDK_Depict_15_99.png
O=CCNON(O)CNC1=COC=N1,,CDK_Depict_16_16.png
,,CDK_Depict_16_30.png
CC(C)C=CC(C)(C)C=C(C)C#N,,CDK_Depict_16_49.png
NCCC(N)(CO)CO,,CDK_Depict_16_73.png
CS1C2=CC(OC)=C1C(SC)C2,,CDK_Depict_17_5.png
O=COC(=O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C,,CDK_Depict_17_11.png
C3=CC2=NC1=NN=CC=C1N2N3,,CDK_Depict_17_65.png
CC(C)C=CC(C)C(=O)O,,CDK_Depict_17_72.png
O=C(O)C(=O)(C)(=C)C(=O)O,,CDK_Depict_17_90.png
CN1C=CPCN1,,CDK_Depict_18_1.png
O=P1OPNP=C1,,CDK_Depict_18_11.png
CN(C)C=P(C)C,,CDK_Depict_18_15.png
CCN(CC)C(=CC)OCC,,CDK_Depict_18_19.png
,,CDK_Depict_18_69.png
CC(C)(N(C)C)(P(=O)C)S(=O)(=O)(OC)S(=O)(=O)(OC)S(=O)(=O)(OC)S(=O)(=O)(OC)S(=O)(=O)(OC)S(=O)(=O)(OC)S=O,,CDK_Depict_18_71.png
CN=S(C)C(=O)NC(C)C(=O)OC,,CDK_Depict_19_21.png
CCOC(=O)COC(=O)CCC(=O)OC(C)=O,,CDK_Depict_19_68.png
C=CC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)N,,CDK_Depict_19_79.png
COOP(=O)OO(C)(=O)OCC,,CDK_Depict_20_8.png
Br1C(Br)=C(Br)S1,,CDK_Depict_20_17.png
OC(Br)C1SCC(=CC)CS1,,CDK_Depict_20_43.png
FNN(F)NN(F)F,,CDK_Depict_20_72.png
C(C)P(=S)N(F)(F)(F)(F)F,,CDK_Depict_20_75.png
,,CDK_Depict_21_32.png
CNC(=O)CC(=CC#N)S(=O)(=O)=O,,CDK_Depict_21_42.png
,,CDK_Depict_21_56.png
O=COC=CC=CC(Br)=C(O)C=NC=CC(Br)=C(O)C=NC=CC(Br)=C(O)C=NC=CC(Br)=C(O)C=NC=CC(Br)=C(O)C=NC=CC(Br)=C(O)C=NC=CC(Br)=C(O)C,,CDK_Depict_21_69.png
,,CDK_Depict_21_98.png
SN=C(=O)(N=C=O)N=C(=O)(N=C=O)N=C(=O)(N=C=O)N=C(=O)(N=C=O)N=C(=O)(N=C=O)N=C(=O)(N=C=O)N=C(=O)(N=C=O)N=C=O,,CDK_Depict_22_9.png
,,CDK_Depict_22_30.png
C(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)F,,CDK_Depict_22_47.png
C(C)NC,,CDK_Depict_22_54.png
C2C1CC3CC1(C)CCCCC23,,CDK_Depict_22_58.png
C2=CNCC1=CC=CN=C12,,CDK_Depict_22_77.png
N#CC=CCN=CCN(CC1C=NN=C1)N(=S)CC,,CDK_Depict_25_10.png
CS(C)(C)(C)C,,CDK_Depict_25_11.png
,,CDK_Depict_25_21.png
OPN(P)(P)C,,CDK_Depict_25_24.png
OC=CCC(N)=NC(N)=NCN,,CDK_Depict_25_40.png
O=P(O)(O)(O)O,,CDK_Depict_27_2.png
CC1(O)COP(N)(=O)O1,,CDK_Depict_27_35.png
NC=NCC(N)C=CC,,CDK_Depict_27_51.png
CN(C)NCNC(N)(C)C,,CDK_Depict_27_57.png
CC(C)C1C3(C)CC1C2(F)CCC2C3(C)C(C)C5(C)C(C)C(C)C4(C)C(C)CC4C5(C)C(C)C7(C)C(C)C(C)C6(C)C(C)CC6C7(C)CC,,CDK_Depict_27_64.png
CCC(NC1=CC=CS1)NC(=O)NC2=CC=CS2,,CDK_Depict_27_102.png
O=CC=CP=CPNC=CS1C=C(C)C=CS1,,CDK_Depict_27_107.png
C(C)C=PCF,,CDK_Depict_27_112.png
CSP(=O)(=O)O(C)C,,CDK_Depict_27_116.png
CO1C=CC(=S=O)O1,,CDK_Depict_28_20.png
CN(C)C,,CDK_Depict_28_27.png
,,CDK_Depict_28_37.png
O,,CDK_Depict_28_43.png
,,CDK_Depict_28_58.png
CN(C)C(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,,CDK_Depict_28_85.png
C,,CDK_Depict_28_93.png
CNC1C(C)=C(C)(C)C(C)=C1,,CDK_Depict_28_138.png
C(=CC(=O)OC(C)(C)=CC)C(C)C(C)C,,CDK_Depict_28_139.png
,,CDK_Depict_28_161.png
C(N(=S)CP=O)CC,,CDK_Depict_29_70.png
N=N1N=C1C=NCCNSC,,CDK_Depict_29_158.png
CP(F)(F)P(F)(F)(F)P(=O)O,,CDK_Depict_29_263.png
,,CDK_Depict_30_52.png
C1=CN=NN13C=N(C2C=CN=N2)C=N3,,CDK_Depict_30_61.png
C#CCN(C)C(=O)C#N,,CDK_Depict_30_85.png
O(=COC(F)F)C(F)(F)F,,CDK_Depict_30_91.png
,,CDK_Depict_30_108.png
O=CN1=CC=CC=CS1,,CDK_Depict_30_128.png
O=C(OC)(OO)OOC=C,,CDK_Depict_30_221.png
CSC=C(Br)CC(=NC(NC)C)(C)C,,CDK_Depict_30_257.png
CN(C)P(C)(F)(F)F,,CDK_Depict_30_291.png
CS(C=CSSC=C)NC=C,,CDK_Depict_30_304.png
CN1C=CSC=CS1,,CDK_Depict_30_375.png
,,CDK_Depict_30_397.png
CSP(C)P(C)(C)PBr,,CDK_Depict_31_22.png
,,CDK_Depict_31_30.png
,,CDK_Depict_31_43.png
CNCP(C)Br,,CDK_Depict_32_50.png
,,CDK_Depict_32_52.png
CS(=O)(O)S(=O)(=O)(C)C,,CDK_Depict_33_10.png
C#COO,,CDK_Depict_33_23.png
CC=C(C)C=C(C)C=C(C)C,,CDK_Depict_33_30.png
C=CC(C)=CCC(C)C(C)=NC,,CDK_Depict_33_51.png
C(=O)CN2C(=O)C(=CC(=NC1=NC=CN1)CO)C(=O)N2,,CDK_Depict_33_54.png
C=C(C=C(C)C(N)=O)C(=O)O,,CDK_Depict_33_61.png
CN(C)C(F)(F)F,,CDK_Depict_33_136.png
ONP(C)(=O)(=O)(O)S,,CDK_Depict_33_140.png
ON(=O)N=S(F)C,,CDK_Depict_33_151.png
S,,CDK_Depict_33_156.png
CP(C)(=O)C=C1CCCC1,,CDK_Depict_33_160.png
CCCC(C)(C)C,,CDK_Depict_33_164.png
,,CDK_Depict_33_174.png
COP(N)(=O)ON,,CDK_Depict_34_45.png
N#CSC=C(C)SC=CC=CC=C,,CDK_Depict_34_80.png
,,CDK_Depict_34_94.png
C1NC(CCCN(C)C#N)P(=O)NC1=S,,CDK_Depict_34_99.png
C2C=NN(CC=C1C=CC(C)C=C1)N2,,CDK_Depict_35_7.png
O=COC(=O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC,,CDK_Depict_35_41.png
,,CDK_Depict_35_72.png
CCC1C(C)C1,,CDK_Depict_35_78.png
CNC=CNC=CN=CC=CC=CN=C,,CDK_Depict_36_6.png
CC1=C(NO)C=CS1,,CDK_Depict_36_35.png
CC=CC(N)CCNSC(C)=O,,CDK_Depict_36_40.png
NC(N)=NCCNS(=O)=O,,CDK_Depict_36_51.png
CPSPSP,,CDK_Depict_36_65.png
S=CC=CC=CC=CC1=CC=CC=C1,,CDK_Depict_36_75.png
CNC(=O)C(CCO)C(=O)NCC(N)=O,,CDK_Depict_36_101.png
CCCCC(CP(C)C)CCCC,,CDK_Depict_36_102.png
O=S(C)C(C)SP(=O)O,,CDK_Depict_36_107.png
CC=N2(C1=CPC=C1)C=CN=C2,,CDK_Depict_36_119.png
CNC(=O)CCNC1=C(C(=O)O)CC(=O)O1,,CDK_Depict_36_121.png
,,CDK_Depict_36_122.png
CN(CCC1=CC=CC=C1C)C2=CC=CC=C2,,CDK_Depict_36_128.png
CCC1(CO)CC(=O)O1,,CDK_Depict_36_133.png
CC=NC=C(C)CC=C(Br)C(C)C,,CDK_Depict_36_189.png
C(O)CN(=O)O,,CDK_Depict_36_190.png
NNCNC=CC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CC,,CDK_Depict_36_195.png
CCOC=N(C=CN1=C(C)C=CC=C1C)C(=O)OCC,,CDK_Depict_36_197.png
CC(C)C,,CDK_Depict_36_200.png
CN=S(C)C#N,,CDK_Depict_37_1.png
CC1C(CCC)C(C)C(=O)O1,,CDK_Depict_37_3.png
CC(C)C=N1(OC1C)OOC,,CDK_Depict_37_18.png
FC=C(C)(C)Br,,CDK_Depict_37_29.png
CNOCOP(=O)C(C)(C)OS(C)=O,,CDK_Depict_37_60.png
OCCCN(CCC1NCCCC1)C2=CCCCC2,,CDK_Depict_38_7.png
CCOC(=O)(N=C=O)C(=O)(N=C=O)(C=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)N=C=O,,CDK_Depict_38_11.png
CC1N(C)CCN1,,CDK_Depict_38_24.png
CN(C)CC(=N)N(C)Br,,CDK_Depict_38_26.png
O=S(=O)P(C)S(C)=O,,CDK_Depict_38_32.png
NP(=O)(O)OP(=O)O,,CDK_Depict_38_68.png
,,CDK_Depict_38_82.png
BrC=N(SC1=CC=CS1)C=C2N=CC=N2,,CDK_Depict_38_87.png
CP(C)(C)C,,CDK_Depict_38_89.png
C=CCC(=C)C(=C)C(C)N=CC=C(C)N=C(N)N,,CDK_Depict_38_93.png
C(OC(=O)(CCO)CC)C(C)Br,,CDK_Depict_38_120.png
CNC1(=O)CCCC12(C)CCCCC2,,CDK_Depict_38_123.png
C3=CC2=CNC(=O)(NC1=CC=CC=N1)C=C2CO3,,CDK_Depict_38_129.png
CCCCC(O)C(Br)Br,,CDK_Depict_38_142.png
,,CDK_Depict_38_156.png
CS(N=NNC=C=S)N=C=S,,CDK_Depict_38_186.png
C=CC(C)=CC(C)(C)C1=CC=CN1,,CDK_Depict_38_209.png
C=C(C(F)(F)C(F)(F)SF)C(F)(F)F,,CDK_Depict_38_231.png
C1=CN=C3CN1C(C2=CC=CC2)C3,,CDK_Depict_38_256.png
C=CC(N)=CC,,CDK_Depict_38_274.png
NCN=N1C(N=C=O)NN=C1,,CDK_Depict_38_280.png
NC=NC=CCNC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC,,CDK_Depict_39_41.png
CC=CCCC=CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CCC,,CDK_Depict_39_47.png
OCCOCCC1=CC=CC=C1C=CC2=CC=CC=C2C(=O)OC(C)C(C)C(C)C(C)(C)C3=CC=CC=C3C(=O)OC(C)C(C)C(C)C(C)(C)C=CC=CC=C,,CDK_Depict_39_62.png
C=CCCCCCC1CC=CCN1(C)CCCC2CCC(C)C=C2,,CDK_Depict_39_65.png
C(C)(C=C)C,,CDK_Depict_39_79.png
C=PP(C)(C)(C)O,,CDK_Depict_39_105.png
C(P(#P)(SC)C)C,,CDK_Depict_39_121.png
O1=CO1,,CDK_Depict_39_124.png
,,CDK_Depict_39_180.png
,,CDK_Depict_39_196.png
,,CDK_Depict_40_4.png
CC=CSNF,,CDK_Depict_40_19.png
,,CDK_Depict_40_25.png
NC=CN=CC=CC3N2CC1(=CC=CC=C1N=C2)C=C3,,CDK_Depict_40_37.png
CCOC(=O)CCC(CC(=O)OC)C1CC=CC=C1,,CDK_Depict_40_45.png
,,CDK_Depict_40_60.png
CCOC(=O)(C(C)CC)C1=CC=CO1,,CDK_Depict_40_62.png
O=CNC(=O)C(C)C1(C)C(C)C(NC=O)C1CN,,CDK_Depict_40_80.png
O=CC1=CC=CC=C1N(Br)C2=CC=CC=C2C3=CC=CC=C3,,CDK_Depict_40_82.png
,,CDK_Depict_40_91.png
C3C=N(C12=NNN=C1N=C2)NN=C3,,CDK_Depict_41_11.png
CC=NNC1(=O)CNC(=S)N1,,CDK_Depict_41_24.png
CC(=O)N(CC1=CC=CS1)CC=NN3=C2CC2(C)C3,,CDK_Depict_41_37.png
C1=CC(=C(N1(C(=CC2=NC=CC=C2)C3=CC=CC=N3)C4=CC=CC=N4)C5=CC=CC=N5)C6=CC=CC=N6,,CDK_Depict_41_54.png
COCC(O)C(CO)OCC,,CDK_Depict_41_83.png
CN=CN1=CC=CN1,,CDK_Depict_41_95.png
CCCC1CC(CCO)C(CCO)CC1,,CDK_Depict_42_10.png
CC1(C)C=C(CP(=S)C)C=N1,,CDK_Depict_42_25.png
COCC(#C(C)(CC#N)CC#N)=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,,CDK_Depict_42_54.png
CCOC(=O)C=CC1C(F)(F)CSC1C,,CDK_Depict_42_64.png
CNC(=N)C=C(C#N)C(F)(F)F,,CDK_Depict_42_76.png
CC(C)C=C(C=NC1=NC=CC=C1)N=NC=NCNC2=NC=CC=C2,,CDK_Depict_42_88.png
CC2OP(=O)(CS(=O)(=O)C1=NC=CS1)C(=O)S2,,CDK_Depict_42_100.png
CC(C)P(C)(C)CC,,CDK_Depict_44_17.png
CCOC(=O)C(CC=O)O1C=CC=N1,,CDK_Depict_44_21.png
,,CDK_Depict_44_24.png
C=NNCCC1NCC(C#N)=C1C,,CDK_Depict_45_8.png
CCOC(=O)C=CSC=C(C#N)C#N,,CDK_Depict_45_34.png
C=CN2C1=CC=CN1NC2,,CDK_Depict_45_61.png
BrC(Br)(C1=CC=CC=C1)C2=CC=CC=C2,,CDK_Depict_45_64.png
O=C(C)C,,CDK_Depict_45_79.png
NN=CC(C)C,,CDK_Depict_45_97.png
,,CDK_Depict_45_99.png
CN(C)P(=O)C(F)N,,CDK_Depict_46_12.png
C2C(C)(C)N(C=C1NCCN1)CC2,,CDK_Depict_46_43.png
O=CN(C1=CC=CC=C1)C2=CC=CC=C2,,CDK_Depict_46_55.png
OC(P)(C(P)CO)C(=O)O,,CDK_Depict_46_94.png
CC(C)(C)OCCC(OP)NC(=O)CCN,,CDK_Depict_46_96.png
O=C1CC(=O)SC1C,,CDK_Depict_47_58.png
N(C(=O)OC1=CC=CC=C1N)N(N)NN,,CDK_Depict_47_86.png
NN(=O)P,,CDK_Depict_47_99.png
O=COCOC=N(CCC1=CC=CC=C1)N(=O)CC2=CC=CC=C2,,CDK_Depict_47_121.png
CC(=O)OP(C)(C)C,,CDK_Depict_47_129.png
O=COC=CC1=CCN(=O)C=C1C2=CC=C(O)C=C2,,CDK_Depict_47_145.png
NC(=O)NNC(N)=NC(N)=O,,CDK_Depict_47_154.png
CC(C)C=NO1S(=O)(=O)CC=NN1,,CDK_Depict_47_173.png
NC(=O)OOCC(CC)C(=O)O,,CDK_Depict_47_190.png
CN1CNC(N)=N1,,CDK_Depict_47_194.png
C(CS(CC)P(CC)CC)CCC,,CDK_Depict_47_196.png
