smiles,molfile,image_file
COC1(=S)SS(C)C(C)(C#N)=C1C,,CDK_Depict_12_22.png
CCOCCC(O)CC,,CDK_Depict_12_23.png
O=C1=NO(C(CC)O)O1,,CDK_Depict_12_47.png
CPP1PP1(C)O,,CDK_Depict_12_65.png
C(OOC)(C)(N=C)OC,,CDK_Depict_12_74.png
CC=CN(C)C(C)(C)N(C)C,,CDK_Depict_12_83.png
O=COC(=O)NC(N)=S,,CDK_Depict_12_90.png
O=S(=S)CS(=O)(=O)C,,CDK_Depict_13_9.png
=CC(C)CCS(=O)(=O)OC,,CDK_Depict_13_20.png
,,CDK_Depict_13_27.png
NC(=S)SSC(=N)S,,CDK_Depict_13_38.png
CNC#S(=O)C=C1C(C)C=CC=C1,,CDK_Depict_13_52.png
O=S(=O)(N=O)(C)=C(C)C,,CDK_Depict_13_53.png
O=S(=O)SOCC(=O)S,,CDK_Depict_13_59.png
,,CDK_Depict_13_68.png
CCN(CC)P1N2C=CN1CN2,,CDK_Depict_13_69.png
O=C(=O)(C)(C)=C(O)C,,CDK_Depict_13_91.png
COC(=O)C(=O)NC(=O)C(C)C(=O)O,,CDK_Depict_13_95.png
CN=S(C)N=S(F)N=S(C)N,,CDK_Depict_13_96.png
CS1(=O)C(=O)C=CS1,,CDK_Depict_14_1.png
O=CNC1(=O)C=CC(=O)C=C1,,CDK_Depict_14_30.png
FNNN(C)(C)(C)(C)(C(F)F)N=P(F)C,,CDK_Depict_14_40.png
,,CDK_Depict_14_45.png
,,CDK_Depict_15_7.png
,,CDK_Depict_15_16.png
O,,CDK_Depict_15_24.png
C,,CDK_Depict_15_26.png
CN(C)C(C)N(C)C,,CDK_Depict_15_46.png
C=CC=CC=C1C=C2(C=O)=NC=C13CC2C4CC3C5CC4C6CC5C7CC6C8CC7C9CC8C%10CC9C%11CC%10CCC%11,,CDK_Depict_15_54.png
OC(P)C=CC(O)C=CC(O)C=C(C)C=C(O)(CP)C=CC,,CDK_Depict_15_63.png
,,CDK_Depict_15_65.png
CC(O)=NNC1=CC=CC=C1,,CDK_Depict_15_90.png
ON=C(CNC=O)NC=C,,CDK_Depict_15_99.png
O=CC=NC=CO1C=C(N=C1)NC2=COC=C2,,CDK_Depict_16_16.png
,,CDK_Depict_16_30.png
N#CN(F)C(C)=N(C#N)C(=S)N(F)C#N,,CDK_Depict_16_49.png
N1C(N)=NN=N1,,CDK_Depict_16_73.png
,,CDK_Depict_17_5.png
O=CCNS1NC=CS1,,CDK_Depict_17_11.png
O=CNC=CC=C2C=C(C=CC1=CC=CC=C1)NN=C2,,CDK_Depict_17_65.png
C#CCCCCC(C)C(=O)O,,CDK_Depict_17_72.png
,,CDK_Depict_17_90.png
C,,CDK_Depict_18_1.png
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,CDK_Depict_18_11.png
CNC(C)NC,,CDK_Depict_18_15.png
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,CDK_Depict_18_19.png
,,CDK_Depict_18_69.png
C(C)(=O)(=O)(OC)S(=O)(=O)C(C)(=O)(=O)PN(=O)(=O)(=O)C(C)(=O)(=O)PN(=O)(=O)(=O)C(C)(=O)(=O)PN(=O)(=O)(=O)C(C)(=O)(=O)PN(=O)=O,,CDK_Depict_18_71.png
,,CDK_Depict_19_21.png
CC(O)C(=O)SCNC(=O)CC(=O)OC,,CDK_Depict_19_68.png
C=CCC(O)CC(C)CC(O)C(O)CC(O)C(O)CC(O)C(O)CC(O)C(O)CC(O)C(O)CC(O)CO,,CDK_Depict_19_79.png
O=SOS(=O)(=O)OO(C)C,,CDK_Depict_20_8.png
SCSC(F)=C(Br)SBr,,CDK_Depict_20_17.png
CCCNC1COCCO1,,CDK_Depict_20_43.png
NNP(C)C,,CDK_Depict_20_72.png
CN=S(F)(C(=S)N=S)N(=O)SNC,,CDK_Depict_20_75.png
OC(C(O)CO)C(=O)O,,CDK_Depict_21_32.png
CN(C)S(=O)(=O)C(C)C,,CDK_Depict_21_42.png
C=NC1=CC=CC=C1,,CDK_Depict_21_56.png
OCC(=O)N2C=CC1(=O)N(C=C(C)C1)C2=O,,CDK_Depict_21_69.png
C#CC=C(C#N)=CCC(O)C#N,,CDK_Depict_21_98.png
,,CDK_Depict_22_9.png
,,CDK_Depict_22_30.png
CCCCCCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNC,,CDK_Depict_22_47.png
,,CDK_Depict_22_54.png
,,CDK_Depict_22_58.png
,,CDK_Depict_22_77.png
FN#CC=CC=CN=CC=C1C=C2N=CN1=N2,,CDK_Depict_25_10.png
C,,CDK_Depict_25_11.png
O=S(=O)CNC(N)=CCNC(=O)=C1C(N)=NNC(=O)(C#N)N1,,CDK_Depict_25_21.png
OP(=O)OS(=O)(=O)(=O)O,,CDK_Depict_25_24.png
NN(O)=NP,,CDK_Depict_25_40.png
O(=PO)P(=O)C,,CDK_Depict_27_2.png
,,CDK_Depict_27_35.png
OPC#CCCCCCCC#CCCCCCCC#CCCCCCCC#CCCCCCCC#CCCCCCCC#CCCC,,CDK_Depict_27_51.png
CN(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)(C)(C)N(C)(C)(C)C(C)N(C)(C)N(C)NC,,CDK_Depict_27_57.png
CCCC1CC2CC12(C)C4C3C5C3C4(C)CC5,,CDK_Depict_27_64.png
O=CNC(O)(O)(O)(O)(O)(O)(O)O(C)(C)(C)(C)(O)(O)(O)(O)(O)(O)O(C)(C)(C)(C)(O)(O)(O)(O)(O)(O)OC,,CDK_Depict_27_102.png
,,CDK_Depict_27_107.png
C(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FCF,,CDK_Depict_27_112.png
CN(=S)O=S(C)C,,CDK_Depict_27_116.png
O1=CSSS1,,CDK_Depict_28_20.png
CN(C)C,,CDK_Depict_28_27.png
C=C1C(C)C1C,,CDK_Depict_28_37.png
S(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)C,,CDK_Depict_28_43.png
C#CC=CC=CC=COC=CCCC=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,CDK_Depict_28_58.png
OC(=O)O1(C)(=O)(=O)SC=CS1,,CDK_Depict_28_85.png
C(CC)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC=C,,CDK_Depict_28_93.png
CC(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,,CDK_Depict_28_138.png
CP(=O)(OP(=O)O)O1CCCOS(=O)O1,,CDK_Depict_28_139.png
NC(F)(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)CF,,CDK_Depict_28_161.png
C=P(=S)P(=C=S)=PF,,CDK_Depict_29_70.png
N(F)C=NNC(=S)S,,CDK_Depict_29_158.png
O=P(C)(C)(C)C,,CDK_Depict_29_263.png
NNNC1(=NC=CNC1)NN2C=CC=N2,,CDK_Depict_30_52.png
CNN2NN1N(NNN=N1)NN2,,CDK_Depict_30_61.png
N#CS(C)N(C)Br,,CDK_Depict_30_85.png
CNC(=O)(OP(=O)O)(CC)C,,CDK_Depict_30_91.png
,,CDK_Depict_30_108.png
O=CC1=C2C=CC=C1N2,,CDK_Depict_30_128.png
COOOOOSS,,CDK_Depict_30_221.png
CS(=O)C(F)(=NC(F)(=CBr)C(F)F)C(F)=C,,CDK_Depict_30_257.png
SN(C)C1(F)C(F)C1(F)(F)(F)F,,CDK_Depict_30_291.png
COS(=O)(=O)OOS=O,,CDK_Depict_30_304.png
CSCOC1CO(C)OCCC1OC,,CDK_Depict_30_375.png
,,CDK_Depict_30_397.png
CNOP(C)(C)NON(C)F,,CDK_Depict_31_22.png
CC(N)CC(N)C(N)C(F)C,,CDK_Depict_31_30.png
O=S(=S)C(=S)SS=O,,CDK_Depict_31_43.png
,,CDK_Depict_32_50.png
O=C2(N1N=NN=C1)C(=O)NN=N2,,CDK_Depict_32_52.png
,,CDK_Depict_33_10.png
C#CO,,CDK_Depict_33_23.png
,,CDK_Depict_33_30.png
C#CCCC(C)(C)(C)C(C)N,,CDK_Depict_33_51.png
COC(=O)N(C)(OC)N(C)O(C)OC,,CDK_Depict_33_54.png
C(ON)NC=CC(C)(C)CCC(N)NN,,CDK_Depict_33_61.png
,,CDK_Depict_33_136.png
,,CDK_Depict_33_140.png
CN=N1(N=C(=S)=S)SS1,,CDK_Depict_33_151.png
O,,CDK_Depict_33_156.png
O=S(=O)O(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,,CDK_Depict_33_160.png
,,CDK_Depict_33_164.png
,,CDK_Depict_33_174.png
C(OP=S)(O=S)ON,,CDK_Depict_34_45.png
N#CSC#CSC(=O)O,,CDK_Depict_34_80.png
CN(C)C(=O)(NSP(=O)N(C)C)N(C)C,,CDK_Depict_34_94.png
C=C(C=CC=C)P(=O)ON(CCC=C)P(=O)ON(CCC=C)P(=O)ON(CCC=C)P(=O)ON(CCC=C)P(=O)ONCCC=C,,CDK_Depict_34_99.png
,,CDK_Depict_35_7.png
OCOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,,CDK_Depict_35_41.png
O=C(O)S=SOCS(=O)CO=COPO=S,,CDK_Depict_35_72.png
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,CDK_Depict_35_78.png
O=S(=O)CC,,CDK_Depict_36_6.png
CCOP(N1SC=CC=C1)SSC2=CC=CC=C2,,CDK_Depict_36_35.png
CC=CC=CN(=O)C=CN(=O)O(=O)SO,,CDK_Depict_36_40.png
NNN1(C)SCC(N)(=O)S1,,CDK_Depict_36_51.png
CN(C)PPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP,,CDK_Depict_36_65.png
CC=CC=CO,,CDK_Depict_36_75.png
,,CDK_Depict_36_101.png
CNP(C)N(C)C,,CDK_Depict_36_102.png
CN1ON12(CP(=O)O)ON23(CP(=O)O)ON34(CP(=O)O)ON45(CP(=O)O)ON5CP(=O)O,,CDK_Depict_36_107.png
NC(Br)SN1CC(=C)SN1,,CDK_Depict_36_119.png
CCCNCC=C(NCC)C(=O)OC=COCC1(=O)OC=CO1,,CDK_Depict_36_121.png
,,CDK_Depict_36_122.png
COC1N3(C)CC(=CC2=CC1C=CC=CC2)=CC=C3,,CDK_Depict_36_128.png
CC(OC=O)C(=O)OOC(=O)SOC(C)(C)C(=O)OOCC(OO)C(=O)OOC(=O)SOC(C)C(=O)OO1C(=O)SOC(=O)NO1,,CDK_Depict_36_133.png
C=CC=CC1=C(C=CC=C1)OSC(=C(C)N=C(C)C)N=CC=C(C=C)=NC=C(C=C)=NC=C(C=C)=NC=CC(=C)(CO)=NC(=C)C,,CDK_Depict_36_189.png
C(=S(C)C(=S)C=C)O,,CDK_Depict_36_190.png
,,CDK_Depict_36_195.png
CC(C)COC2=CC=C(C=CC=C1C(=O)C=CC=C1)C=C2,,CDK_Depict_36_197.png
,,CDK_Depict_36_200.png
N#CNN1(CC)NN1,,CDK_Depict_37_1.png
CC(C)C(=O)NNC(CC(CC)C(=O)NNC(C)C)(C(O)C(=O)NC(C)C1CCCCC1)C(O)C(=O)NC,,CDK_Depict_37_3.png
,,CDK_Depict_37_18.png
C=CSCP=O,,CDK_Depict_37_29.png
C=SCS(=O)(=O)CCNS(=O)(=O)C,,CDK_Depict_37_60.png
O=CN2C(F)(=NC1NCCCC1)CCCC2,,CDK_Depict_38_7.png
CCC(F)C=CC(=C=O)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C=O,,CDK_Depict_38_11.png
C=COC2=C1O3C1N2N(C)CC3,,CDK_Depict_38_24.png
CCCC(C)=CCN(CS)=NC,,CDK_Depict_38_26.png
PP=C,,CDK_Depict_38_32.png
O=S(OS)C(=O)SO,,CDK_Depict_38_68.png
CC(C)(C)C(=O)S(=O)(=O)C(C)(C)C,,CDK_Depict_38_82.png
C2PC=C(SNC=C1N=CC=N1)S2,,CDK_Depict_38_87.png
C=C(C)(O)O,,CDK_Depict_38_89.png
C=CC=CC(F)C(F)C(N)=O,,CDK_Depict_38_93.png
C1(#CC(N)(N)C(O)(C)O1)C2(=O)NN2,,CDK_Depict_38_120.png
COO(C)OSOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,,CDK_Depict_38_123.png
CC(=O)NC(=S)NC=CC=CNCCCC1CNC(=O)NC=C4C=CC1C25(CCNC3(=O)NC=CC=CC23)NC=CC=CC45,,CDK_Depict_38_129.png
CC(CC)CP(O)P(O)CC,,CDK_Depict_38_142.png
CNCNC1CN(CCO)=NC(N)=N1,,CDK_Depict_38_156.png
ONC=C(N=NC1NCN1C)C=C=S,,CDK_Depict_38_186.png
COC=NN(C)(C)C(C)(CC)OC,,CDK_Depict_38_209.png
C#CC(#C(NC(=O)C(F)(F)F)C(F)(F)F)(O)OO,,CDK_Depict_38_231.png
O=COC=CCC1=CC=C(C=C1)COC(=O)C(O)COC2=CC=C(C=C2)COC(=O)C(O)COC3=CC=C(C=C3)C,,CDK_Depict_38_256.png
C=CCC(C)=CCC,,CDK_Depict_38_274.png
NC=CN=N1N=C(=NNN)N=CN1,,CDK_Depict_38_280.png
NCCCC1=NN=NC=C1,,CDK_Depict_39_41.png
,,CDK_Depict_39_47.png
O=COCC(CCC1CC1C)C2=CC=CC=C2,,CDK_Depict_39_62.png
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,CDK_Depict_39_65.png
CNO(C)(C)(C)NC(N)(C)C(C)(C)(C)NC(N)(C)C(C)(C)(C)NC(N)(C)C(C)(C)(C)NC(N)(C)C(C)(C)C,,CDK_Depict_39_79.png
CC(C)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)OF,,CDK_Depict_39_105.png
CO=C(O)O,,CDK_Depict_39_121.png
C1=S=SC=CS1,,CDK_Depict_39_124.png
C1(C)=CN=CC=C1,,CDK_Depict_39_180.png
,,CDK_Depict_39_196.png
CC1=CC=CN=C1C=O,,CDK_Depict_40_4.png
N#CNCCN,,CDK_Depict_40_19.png
C#CCC(C#N)=C2C4=CC1=C(C3=CC=C1C=C23)S4,,CDK_Depict_40_25.png
O=C1C=C(C(=O)O)C(=CC(=O)O)C=C1,,CDK_Depict_40_37.png
CCO1C(=S)SSS1,,CDK_Depict_40_45.png
,,CDK_Depict_40_60.png
C=COC(=O)C(C)C(=O)C(C)C,,CDK_Depict_40_62.png
C=CNC(=O)(NCC)NC(C)Br,,CDK_Depict_40_80.png
O(NC1=CC=CC=C1)(PS)C2=CC=CC=C2,,CDK_Depict_40_82.png
NC(N)OC1=CC=CC=C1,,CDK_Depict_40_91.png
NN=CC(=N)N(N)N(N)N,,CDK_Depict_41_11.png
O=CNC(=S)N(CCC(F)F)N(CC(F)F)C=NNC1CC1,,CDK_Depict_41_24.png
O=S(=O)(C=CC1=CN=CC=C1)C(F)(F)F,,CDK_Depict_41_37.png
C=CC2=C(S)(C1=CC=CC=C1)C=CS2,,CDK_Depict_41_54.png
COOCCOC,,CDK_Depict_41_83.png
CNCCN(C)Br,,CDK_Depict_41_95.png
CCCCC(O)(CC)(CCCC)CC,,CDK_Depict_42_10.png
CN=N(CC)NCCO,,CDK_Depict_42_25.png
COC#CC(#CC)(=C(C)C)=CC(=O)(C#CC)C=C(C)(C(C)C)(=C(C)C)=CC(=O)(C#CC)C=C(C)(C(C)C)(=C(C)C)=CC(=O)C#CC,,CDK_Depict_42_54.png
FCNC(F)C(OCC)OCC,,CDK_Depict_42_64.png
N#CCNC=N(C#N)C(=O)NN(C)C,,CDK_Depict_42_76.png
CC(=S)NC(=NC=CC=CNC1=CC=CC=C1)NC2=CC=CC=C2,,CDK_Depict_42_88.png
CN2(C(=S)N(O)(O)(O)NC1=CC=CC=C1)NC=CC=C2,,CDK_Depict_42_100.png
CN(CC)C=C(NC)C1=C(NC)C=CNC=1,,CDK_Depict_44_17.png
O=CN=CNOC(=O)CCN,,CDK_Depict_44_21.png
NP(=O)N1OC(=S)O(=NN)N1,,CDK_Depict_44_24.png
CCCN(CC=C1C=CNC1)CC2=CC=CC=C2,,CDK_Depict_45_8.png
CCOC(=O)(C(C)N(C)OC)C(=O)OC,,CDK_Depict_45_34.png
,,CDK_Depict_45_61.png
O=C=S1C=CC=C(C)=C1,,CDK_Depict_45_64.png
COO(C)=CC,,CDK_Depict_45_79.png
N#CCC#CS(=O)(=O)(=O)=O,,CDK_Depict_45_97.png
=S(N1=CC=CC=N1)NN2=CC=CC=C2,,CDK_Depict_45_99.png
,,CDK_Depict_46_12.png
CC(C)(NC=CN1=CN=CN1)C2=CC=CN2,,CDK_Depict_46_43.png
,,CDK_Depict_46_55.png
O(C)O(P)(O)S(=C(C)(O)(OO)O)O,,CDK_Depict_46_94.png
CC(CN)OC(C)C(ON)CCN,,CDK_Depict_46_96.png
NC(=O)C(O)O1C=C(C)(C)SC1O,,CDK_Depict_47_58.png
OCO(P(N)=O)(=CC1=CC=CC=C1)=NNO,,CDK_Depict_47_86.png
O=S(=O)N1SN1,,CDK_Depict_47_99.png
O2=CCN(=NOC1=CC=CC=C1)N2,,CDK_Depict_47_121.png
,,CDK_Depict_47_129.png
O=CNC(=O)C(O)C=C1C=CC(O)C=C1C,,CDK_Depict_47_145.png
NCOC(=O)C(N)=NCC(=O)OP(=O)O,,CDK_Depict_47_154.png
,,CDK_Depict_47_173.png
NN(=O)NN=NC(=O)O,,CDK_Depict_47_190.png
NC(=S)NN(N)CN,,CDK_Depict_47_194.png
CCC(S(CC)CC)S(CC)CC,,CDK_Depict_47_196.png
