Image_id,DeepSMILES
CDK_Depict_46_8,C#CCCCCCC=O)NC=CNC=CN=C5N=C9)))))))))))))N=N3
CDK_Depict_20_41,COCCOCOP=O)OC))OC))))=CCl)Cl
CDK_Depict_40_67,C/C=C\C=C/C)S=O)=O)Cl))))C=O)O
CDK_Depict_4_45,CCC[C@H]O)[C@H]CN[C@@H]CC)C))C=O)N6
CDK_Depict_32_3,O=SO)S=O)=O)S=O)O
CDK_Depict_3_19,OOPOOP6O5
CDK_Depict_8_16,NC=CN=CN[C@H]CC[C@@H]CO))O5)))))C5=NC=N9
CDK_Depict_29_81,CNC=O)CNSS3
CDK_Depict_13_32,ClCCOOOC5CCl
CDK_Depict_40_65,C=CCCNCC))CC)))))C=O)Br
CDK_Depict_4_42,CCOC=COCC)))C3=O
CDK_Depict_11_2,CCCCC/C=N\F))NF)F
CDK_Depict_16_14,O=COC[C@@H]CCCCC[C@H]%107
CDK_Depict_18_62,C=CCC[C@@H]Br)[C@]C)CC[C@@]O)CC)C))C[C@@H]%106
CDK_Depict_17_3,C[C@]OCC[C@H]5CC7=O
CDK_Depict_3_65,CNNC=NC=O)NC6=O
CDK_Depict_47_4,O=[N+][O-])NC=NCNCN6OCCC=CN=CCl)C=C6
CDK_Depict_34_85,C[N+]N)C=CCN)=C5
CDK_Depict_31_14,CC#CC#CCP)P)P=N
CDK_Depict_19_5,NC=NC=NCN)N=CN=C95
CDK_Depict_5_1,N#CCF)Cl)NF)F
CDK_Depict_25_47,C=PNP=C))SC
CDK_Depict_46_53,C=CC=CC)N=CN=CCN)=O))C=N)S5
CDK_Depict_30_75,C=CC=CC=C6)N43
CDK_Depict_38_80,CCCCCC)OC))))N=N))OC
CDK_Depict_3_14,CO/C=C\Br)COC))OC
CDK_Depict_27_196,O=C[C@H][C@H]CC[C@H]C5)[C@H]6CCSCCS5
CDK_Depict_37_17,O=[N+][O-])C[C@@H]O)/C=C/Cl)C=CC=CS5
CDK_Depict_27_158,CNC)PBr)=NC=CC=CC=C6)))))))NC)C
CDK_Depict_6_15,NC=O)NCCC[C@H]N)C=O)O
CDK_Depict_19_57,N[C@H]C[C@@H]3C=CC=CC=C6
CDK_Depict_33_78,NCC=CCF)Cl)CCl)=C6
CDK_Depict_37_94,CCC=O)O))C=CC=CC/C=N/OCC=CCl)C=CC=C6Cl)))))))))))=C6
CDK_Depict_46_66,CC=O)CC=C/C)OCO/C=C/C=C\9
CDK_Depict_9_76,ClC=CCl)OCCl)=CCl)O6
CDK_Depict_27_56,O=NC=CCl)Cl))CCl)=CCl)Cl
CDK_Depict_35_67,CCCNPCCl))O5
CDK_Depict_9_93,N[C@H]C[C@@H]3OCCCCCC6
CDK_Depict_18_25,CC=O)O[C@@H]CC[C@@]CCC)=CC)[C@H]5CC[C@]%11C)C9
CDK_Depict_21_97,C[C@@H][C@@H]N)C[C@@H]C=CC=CC=C6))))))S[C@H]6C=CC=CC=C6
CDK_Depict_18_27,COC=CC=CC=C6))CNC)[C@@H]C=CC=CC=C6))))))[C@@H]6O
CDK_Depict_28_41,CN=PC)C)NC
CDK_Depict_3_130,CCP=O)Cl)CCC=O)Cl
CDK_Depict_21_61,ClC=NN=C/N=N/C=NN=CCl)S5)))))))S5
CDK_Depict_36_16,CCOC=O)[C@@H]C)OP=O)Cl)Cl
CDK_Depict_33_128,CCC)C)CSC=O)CS=O)=O)O
CDK_Depict_6_11,CCCF)F)PO)O)=S
CDK_Depict_47_177,N/C=N/NCCCCNCC5C9))))))))))C=CN)NC=C5
CDK_Depict_36_170,COC=O)CN)ONO)O
CDK_Depict_33_135,O=[N+][O-])C=N/N=N\N=C/C=C\8
CDK_Depict_30_387,OONOC=CC=P6
CDK_Depict_29_391,COC#COC#COC#COC#COC
CDK_Depict_7_74,N#CSCONC=NC=N5
CDK_Depict_19_20,C[C@@H]N)[C@@H]O)C=CCO)=CO)C=C6
CDK_Depict_6_73,F/C=N\SCF)F)F))))SSCF)F)F
CDK_Depict_2_75,C[C@@H]CCO[C@@]O6)[C@H]Br)[C@H]C)CCC)C)[C@H]6Br
CDK_Depict_36_68,C#CCO)OSSO5
CDK_Depict_9_15,CCOC=O)[C@@H]N)CS
CDK_Depict_7_7,O=PCl)Cl)N=C=S
CDK_Depict_31_100,O=COPF)OC5=O
CDK_Depict_5_67,N#CC=CC#N))C=O)NC5=O
CDK_Depict_16_35,N[C@H]CSC[C@H]N)C=O)O))))))C=O)O
CDK_Depict_8_73,C=CCC[C@@H][C@H]5[C@H]OC=O)[C@H]C)[C@@H]5CC[C@@]%10C)O
CDK_Depict_19_25,CCC)CNNCCC)C)C4=S)))))C4=S
CDK_Depict_11_4,C=CCCCCCC)))))O[C@@H]O[C@H]CO))[C@@H]O)[C@H]O)[C@H]6O
CDK_Depict_6_88,O[C@H]CBr))[C@@H]O)CBr
CDK_Depict_36_131,OCC=NC=CC=C7C=CS5
CDK_Depict_42_73,CCCN)CC))/CC)=N/O
CDK_Depict_37_73,CCC)C)CO)CCCCO))C[P+]=O)O
CDK_Depict_13_86,[2H]OC=CC=CO[2H]))S5
CDK_Depict_33_14,CNC=CSC=CC=CC=C6CCN))))))))))C=N5
CDK_Depict_32_69,C/C=C\C)NCO)NCC)=NCCF)F)F
CDK_Depict_7_12,C=CC=NPP=C5C=C9
CDK_Depict_3_117,C=PPPP5PN=CC=N5
CDK_Depict_47_31,CCC)C)C=O)OCOC=O)CCC=NN=CS5
CDK_Depict_30_123,CS#P)=P#P=P#P
CDK_Depict_47_125,CCNCC))C=O)SCCCl)C=CC=CC6
CDK_Depict_4_99,CC=CC[C@]CC)C))C[C@H]6[C@@H]C)O5
CDK_Depict_4_32,FC=CC=CC=C6CCl)Cl)C=CC=CC=C6
CDK_Depict_38_216,O=CCCC=CO)C=O)C4))))=C4O
CDK_Depict_17_91,C#C[C@]O)CC[C@H][C@@H]CCC=CC=CCO)=C6))))[C@H]6CC[C@@]%10%13C
CDK_Depict_29_260,CCSP=O)C=COCCOC)))))))SCC
CDK_Depict_22_44,C[C@H]O[C@@H]NC=CF)C=O)NC6=O)))))))[C@H]O)[C@@H]5O
CDK_Depict_7_33,C#CCNC)[C@H]C)CC=CC=CC=C6
CDK_Depict_8_37,CCCCCCSSCSC#N)))SC#N
CDK_Depict_18_34,S=CC=CNC=C6Br
CDK_Depict_12_60,CNC=S)CNC)PC)=S)S
CDK_Depict_2_60,N[C@@H]C=CC=CC=C6))))))CO)CCCCC6
CDK_Depict_21_39,C[C@@H]CC[C@@H][C@]OO[C@]C)CC[C@@H]%117)))O[C@H]6OC=O)[C@@]%10O)CO
CDK_Depict_37_20,CCCS#N)=S
CDK_Depict_9_9,CCOC=NN=CC5=O
CDK_Depict_33_29,COC=NN=CCCCNC=CC=CNN))C=C6))))))CC6))))))O5
CDK_Depict_18_50,C[C@]CCC=O)C=C6C=C[C@@H][C@@H]%10CC[C@]C)C=O)CC[C@@H]95
CDK_Depict_45_100,CCC)OCC4NF)F
CDK_Depict_46_74,OC/C=C/C=CC=CC=C6))))))))NCC=CC=CS5))))))C=CNN=C5
CDK_Depict_40_54,CCSC=NC=CC)C))CS5=O
CDK_Depict_22_22,CC=CCC=CCCC=O)[C@H]O[C@H]3CN)=O
CDK_Depict_27_134,COC=O)OC=CC=CO5
CDK_Depict_2_71,CSN=CSC=CCCCC6))))S5
CDK_Depict_36_32,O=[P+]=CO)CCCCCCCCO
CDK_Depict_42_66,O=CO)CCl)=CCl)NC=CC=CCCF)F)F))=C6
CDK_Depict_29_22,CNSNC)SNC
CDK_Depict_45_28,CCC)CCC=NNN=C5)))))))NSC)=O)=O
CDK_Depict_38_239,C=C/CCNC)))=C/O)N=C
CDK_Depict_20_59,FPF)SPF)F
CDK_Depict_39_101,C=CNC=CSC=C5)))))SCS6
CDK_Depict_45_22,CCC)C=CN=CNC=O)CCC=NN=CCC=CC=CC=C6)))))))C5)))))))))N5
CDK_Depict_18_59,[2H]C[2H])C=N)C=O)O)))CC)C
CDK_Depict_36_126,O=CO)NNCF)F)F
CDK_Depict_4_6,COCC)C)[C@@H]CC[C@@H]C)[C@H]O)C6
CDK_Depict_4_13,C[C@@H][C@H]C)[C@H]ONCCC[C@@H]5[C@@H]%108
CDK_Depict_36_96,O=S=P)=S
CDK_Depict_4_38,C=CPC=NC6N=C6
CDK_Depict_2_78,CCC)[C@H]CC[C@@]C)CCO))=C[C@@H]7C5CO
CDK_Depict_1_79,NC=CSSSSS7
CDK_Depict_38_165,CCCCOCC=CCBr)=NC5)))))C6
CDK_Depict_36_147,O=S=O)NS3
CDK_Depict_17_41,S=PS)S)P=S)S)S
CDK_Depict_22_79,N/N=C\[C@@H]OC[C@@H]O5)[C@H][C@H]CC[C@H]C5)[C@@H]%116
CDK_Depict_29_200,OC=C3O3
CDK_Depict_38_159,C/C=C\CC)/CN)=N/O
CDK_Depict_31_15,CNSNC)C4=O
CDK_Depict_47_137,O=CCOC=CC=CC=C6))))))))CCOCCN6[N+]=O)[O-]
CDK_Depict_29_87,O=C=POP=C=O
CDK_Depict_33_32,CC[N+]CC))CC))S=O)=O)CNC=O)OC
CDK_Depict_28_4,O=CCC[C@H][C@H]O)C=CC=CC=C6)))))))O5
CDK_Depict_39_46,CCO)N=[N+]=[N-])))CO)O)O
CDK_Depict_7_77,S=C=NOP=S)N=C=S)))N=C=S
CDK_Depict_30_289,CC=CCN[N+]=O)O))C4
CDK_Depict_11_1,COP#P)[P-][P+]=N)P
CDK_Depict_9_24,CC=CC)[C@]C)C=CC=CC=C6C=CC=C6)))[C@]%119C
CDK_Depict_21_79,C=CC=O)O[C@@H]C[C@@H]C)[C@@H]CC=O)OC[C@@]6C)C[C@H]%14%11
CDK_Depict_22_92,[2H]C=CBr)Br))C[C@@H][2H])[C@H]3[2H]
CDK_Depict_41_76,CC=NCCO))[N+]=O)[O-]))N=C5Br
CDK_Depict_29_267,CCCCC)=S=O)=O)))=S=O)=O
CDK_Depict_27_172,CCCCNCCC[C@H]OC=O)NC=CC)C=CC=C6Cl))))))))))C6
CDK_Depict_20_56,CCOC=O)[C@@H]CC=O)C=CC=CC=C6))))))))N[C@@H]C)C=O)OC
CDK_Depict_47_39,NC=CCOC=CO5)))))C=CN=C6
CDK_Depict_3_134,O=CN=NN=CC=NN=C95
CDK_Depict_36_8,[2H]C[2H])=CC[2H])[2H])O
CDK_Depict_34_46,P#CNC#P
CDK_Depict_32_91,CCC/C=C/CCCC)CCC=O)O)))NN4C#N
CDK_Depict_6_95,O=NNCCBr)CBr)C5
CDK_Depict_46_15,CCCC)C)OOC=CC=CN5
CDK_Depict_5_33,CCC=C[C@@]O)CC)=CC=O)CC6C)C)))))))))=CC=O)O
CDK_Depict_12_39,COC=O)CC[C@H]C=O)OC)))CN5C
CDK_Depict_41_39,C=CC=CCCCCC=CC=CO5)))CN7))))))))C=C6
CDK_Depict_13_48,CPC)PPC)C))CF)F)F
CDK_Depict_20_38,CC=O)C=CC=CN[C@@H]OCCO))[C@@H]O)CO)C6O))))))))C=C6
CDK_Depict_41_60,C=CC)CF)CCCNCC6
CDK_Depict_8_33,CN[C@H]C)[C@@H]O)C=CC=CC=C6
CDK_Depict_12_48,CC=O)C=PP
CDK_Depict_42_22,NC=CC=CNCCO)CO)))))N5CC=CC=CC=C6
CDK_Depict_41_46,CC=SN)=O)C=NC=CC=CC=N6))))SN6
CDK_Depict_8_50,COCF)Cl)NC)Br
CDK_Depict_9_39,COP=S)CCl))NCN)=S
CDK_Depict_28_47,C#COS=O)=O)OOS=O)=O)OC#C
CDK_Depict_31_46,CP=C=NP=NP=C=NP=N
CDK_Depict_21_82,C=PC)CC))CC)=O
CDK_Depict_22_60,CC=C[C@H][C@H]C=O)O))C3C)C)))))C=O)O
CDK_Depict_13_62,CCOPCl)C#N
CDK_Depict_14_29,O=CO)OC=O)OBr
CDK_Depict_14_21,CC[C@]O)O[C@H]C=CC=CC=C6))))))[C@H]C)N=C6C
CDK_Depict_47_53,C=CCNC=O)CF)=CCNCCOCCOC6C9))))))))))))))=CC=C))OC
CDK_Depict_6_3,O[C@@H]C[C@H][C@H]CC[C@H]C5)[C@H]6CO%10
CDK_Depict_32_33,CO[P+]Cl)Cl)OC
CDK_Depict_4_47,CCC)N=NCC)CCl))C=N)N)))))C=N)N
CDK_Depict_45_63,CNC)OCO)CCNO
CDK_Depict_39_165,CO/N=C/CN[C@H]4CN
CDK_Depict_35_94,NC=CS=S)SN5
CDK_Depict_33_133,CSC=NCN)=NN=CCCCF)F)CCC6C)))))))NN=C9
CDK_Depict_38_241,[2H]C=CC=CC=CN6C[2H])=C9
CDK_Depict_35_1,O=CCC=CC=C6OCC=NC=NO5
CDK_Depict_27_72,CC=CC[C@@H]CCCC)C)C=O)[C@]6C)C%10
CDK_Depict_36_89,CCCC[N+]O)=CC)O
CDK_Depict_42_71,FCF)F)CCF)F)F))[NH2+][C@H][C@H]Br)[C@@H]5C[C@H]5Cl
CDK_Depict_46_22,CNSCCNCl)Cl))C5=O
CDK_Depict_7_59,CCC=S)SCNN=NC=CC=CC=C69
CDK_Depict_7_73,CCNP=O)CC)C)CC)C4C)C
CDK_Depict_36_194,NNCCPCCC7CC6
CDK_Depict_9_48,BrOPBr)Br
CDK_Depict_6_31,N/C=N\OC=O)Cl))))CF)F)NF)F
CDK_Depict_13_8,O=CC=CPO)O)O)C=O)N6
CDK_Depict_19_11,O=NNNN=O
CDK_Depict_36_196,C#[N+]SNS5
CDK_Depict_40_56,C=SC=CCC)=CCCNCCNC=N)N))CC6)))))))=C6))))))NC)SC
CDK_Depict_22_10,O=[N+][O-])SS=O)S[N+]=O)[O-]
CDK_Depict_30_359,N/CBr)=C\Br)NBr)Br
CDK_Depict_42_84,C=C/C=C\C=N)CNOC
CDK_Depict_37_63,CC#CC=CSC[N+]5C)C
CDK_Depict_30_213,[2H][O+]C[2H])[2H])[2H]))C[2H])[2H])[2H]
CDK_Depict_38_162,CSC)=O)=NC=CCF)=CNO)C6
CDK_Depict_42_90,C=CN=N[N+]C)C)N=NC=C
CDK_Depict_18_82,N#CCCPCCC6N
CDK_Depict_8_90,N#CC#CCO
CDK_Depict_42_92,C#CCCPO)OC5CF)F)F
CDK_Depict_29_137,CCOSC=NCSOCC))))=NCSOCC))))=N6
CDK_Depict_33_8,O=CO)CO)C=CCCl))OC=C6O
CDK_Depict_38_266,CCC)CO))SC=NC=CNC6=O
CDK_Depict_21_33,CO[C@@H]O[C@H]COCC)=O))))[C@@H]SC=O)O[C@@H]5[C@H]9OCC)=O
CDK_Depict_27_24,CNC)PF)=C=PF)NC)C))NC)C))))NC)C
CDK_Depict_47_27,CC=O)OCCC=CC=CC=C6)))))))N=NCC)C)O5
CDK_Depict_15_30,CN[C@H]CN)=O))C=S)S
CDK_Depict_29_13,C=CNC)C=C)N4N
CDK_Depict_33_150,C=CN=CNC=O)))OCCOC
CDK_Depict_12_21,COC=O)[C@@]C)[C@@H]OC))CC[C@]C)C=O)CCC[C@@H]%106
CDK_Depict_7_17,CC=O)OOS=O)=O)F
CDK_Depict_30_355,CCC)=SC)F)F)F
CDK_Depict_4_21,C=CCC)O)C#CBr
CDK_Depict_36_92,C=NNCCC))CC)F)C=N
CDK_Depict_2_76,C/C=C/[C@H]SCC[S@@]5=O
CDK_Depict_33_101,S=CCl)Br
CDK_Depict_3_60,O=C=C=C=C=C=O
CDK_Depict_33_166,SCCCCS))CCS)S
CDK_Depict_4_39,CCOC=N)NSC))C=O)NSC))SC
CDK_Depict_39_48,NC=O)ONN)S
CDK_Depict_27_130,C=CC=CCOCCC=CN=CN5))))))))=CC=CC6=C%10
CDK_Depict_39_172,C=CC=O)/C=C/SS))CC)=O
CDK_Depict_28_17,COC=O)P=S)Cl)OC
CDK_Depict_30_181,CPF)F)Cl)ON=CF)Cl
CDK_Depict_27_8,CNC=CCPBr)Br))=C5
CDK_Depict_38_113,CC=O)O/C=C/NC=S)NNC)C
CDK_Depict_27_93,CCCNC=CNC=O)C6=O
CDK_Depict_39_162,CCCC)CN=C=O)))CC)C)CO)O)N=C=O
CDK_Depict_40_43,CP=O)O)C[18F])Br)P=O)O)O
CDK_Depict_46_5,[N-]=[N+]=CN=NCN)=C5[N+]=O)[O-]
CDK_Depict_38_224,CCOC=O)CCC)C)CCO)CCl)Br)CF)F)F
CDK_Depict_38_232,C=C/CF)=C\CC))OCOO
CDK_Depict_7_71,CSCC[C@H]N)C=O)O
CDK_Depict_17_49,C=CS=O)=O)CF)))S=O)=O)CF
CDK_Depict_3_46,CCCCC[C@H]OCC)C)O[C@@H]5/C=C/C=O
CDK_Depict_30_288,O=SCl)OCOS=O)Cl)))OS=O)Cl)))OS=O)Cl
CDK_Depict_39_24,NC=NN=CC5N)CCO
CDK_Depict_39_10,FCF)F)C=C=S=C=N5
CDK_Depict_47_97,C=CC=N[N+]C)=C5C
CDK_Depict_4_22,FC=NBr))CF)=NBr
CDK_Depict_46_3,CCC/C=C\N)C=O)O))))=CN)N
CDK_Depict_25_15,O=CC=C[C@@H]O[C@H]CO))[C@@H]O)[C@H]5O))))))C=O)N5
CDK_Depict_32_35,CC=CN=C/N=C/C=CC=CN=CC=C6))))))SS5))))))S5
CDK_Depict_2_65,CCC[C@]O)O[C@H]C=CC=CC=C6))))))[C@H]C)N=C6C
CDK_Depict_5_35,CCCCCCCCC=O)CC6CCC%10C%14CC[C@]%17C)O
CDK_Depict_20_88,C=CCNCC[C@]CCCC[C@H]6[C@@H]%10CC=C%10C=CO)C=C6
CDK_Depict_15_3,COC=CC=CC=C6C=O)C=CC[C@H]C)O[C@@H]6C)))))C6=O
CDK_Depict_12_64,CC=NNC=NN=C5S8
CDK_Depict_20_31,OC[C@@]O)OC[C@@H]O)[C@@H]O)[C@@H]6O
CDK_Depict_4_53,C[C@]CC[C@@H]C=CC=CC=C6CC[C@H]%10[C@@H]%14CCC%17=O
CDK_Depict_33_182,BrCCOCCO5)))))C=CC=CN6
CDK_Depict_47_175,C=CC=NSCC5)))))CCC5
CDK_Depict_45_36,O=CCC=CC=NNC=C7)))))O5
CDK_Depict_30_13,NC=S)OPOCN)=S)))OCN)=S
CDK_Depict_3_83,CCC)[C@@H]CC[C@@H]C)C[C@H]6O
CDK_Depict_38_83,O=S=O)Br)OCBr)C=CCF)F)F))CCF)F)F))=CC=C6
CDK_Depict_16_34,C[C@H]C[C@@H]CC=CC=CC=C6N9N%12
CDK_Depict_45_10,CCC#CNCCCC))CC3CCC=O)CCSCCCCCCl)CC6Cl)))))))N5
CDK_Depict_18_68,CCC)C)OC=O)NOOC=CC=CC=C6
CDK_Depict_18_100,[2H]C[2H])C=C))OC[2H])[2H])CC
CDK_Depict_7_93,F[C@]CCl))OO[C@]F)CCl))O5
CDK_Depict_47_40,CCC)C)NC=CN=CCCC)C)NC=CCF)=CN=C6)))))))))N=C6
CDK_Depict_38_286,CCCCOCN)=NC=NCC)C)C)))))))C=CC=NC=C6
CDK_Depict_33_74,CCOC=O)OC=CC=C[N+]=O)[O-]))N5
CDK_Depict_18_23,CC=NC=CC=NN5)))O5
CDK_Depict_32_96,O=[PH+]C=CF)F
CDK_Depict_39_77,CNC=CC=C5PCl)CC)C)C
CDK_Depict_35_27,NSCl)=CCl)Cl
CDK_Depict_39_8,CCC)CCNC=O)COOC6CC6C
CDK_Depict_10_104,O[C@H]CCCCCCCCCC[C@H]%12CO)CF)F)F))CF)F)F
CDK_Depict_30_280,CSCCl)=[N+]=CCl)SC
CDK_Depict_10_61,CCC)C#CCC)C)CS=O)C7
CDK_Depict_35_76,CCCCCBr)OCC)=O))))SF)F)F)F)F
CDK_Depict_29_194,CSN=C=O)))N=C=O)))N=C=O
CDK_Depict_4_33,O=CO)CO)C[C@H]O)CO)[C@@H]O)C6
CDK_Depict_35_91,CN/N=C\C=C\C=O)NC
CDK_Depict_18_14,CC=O)[C@H]CC[C@H][C@@H]CC[C@@H]C[C@H]O)CC[C@]6C)[C@H]%10CC[C@]%17%14C
CDK_Depict_38_244,O=CNCC[P+]=O)COCC=CC=CC=C6))))))))C=O)O)))))))OCC=CC=CC=C6
CDK_Depict_47_54,CN/CF)=C/C)CBr)NC
CDK_Depict_5_88,[2H]S[2H])[2H])[2H])=CC)[O-]
CDK_Depict_36_103,CCC=CF)C=CO)C=C6))))))N=NN=N5
CDK_Depict_29_199,CCPOBr)))CCl)Cl
CDK_Depict_38_6,O=CO)N/C=C\C=C\C=C\C=C/C=C/C=C/COON%17
CDK_Depict_19_38,NCCN)N=CC=N5
CDK_Depict_41_7,N=CC=N)NO)CN)=CC6NCCCCC6
CDK_Depict_33_198,CCC=C/C=C\N=CN))))C5O)CSC=CC=CSCF)F)F)))C=C6
CDK_Depict_38_74,CCC)CNCCCCNC=O)NCC)CO))CCC3))))))))C5
CDK_Depict_38_262,CNC=O)NC)SC=CN=CC=C6
CDK_Depict_7_38,C=CC=O)PN=PN4
CDK_Depict_10_7,CC[S@]C)=O)=NS=O)=O)Cl
CDK_Depict_35_49,CNCN)C=S
CDK_Depict_38_166,CC=CC=CCC=CC=CC=C6))))))NO)CC=CC=CC=C6)))))))))N5
CDK_Depict_36_77,CCCSSOC=O)CCl)Cl)Cl
CDK_Depict_42_87,COCOOC=CC=CC=C6))))))))OC=CC=CC=C6)))))))C=CC=CC=C6
CDK_Depict_46_44,CCC=C=CC=CCF)F)F))C=C7)))))))CNN/N=C\N)))C5
CDK_Depict_40_3,CC=O)OCNCCCCO)C=CN=CC=C6))))))))))N=O
CDK_Depict_8_98,CCCCC=O)O[C@@H]6CCCC%10CCCC)C6CC[C@]5C)O
CDK_Depict_30_96,O=[N+]OPO)O4
CDK_Depict_4_55,CO[C@H]C=CCCCNCCC=CCC=O)OC6))))[C@]96C%13
CDK_Depict_38_185,CCC)C=CN=CCSF)F)F)F)F))=N6
CDK_Depict_33_114,CCC)[C@@]N)S)C=O)S
CDK_Depict_5_95,ClSCCl)CCl)SCl
CDK_Depict_3_127,NCCC[C@H]N)C=O)O
CDK_Depict_28_35,OCF)CO)F)Br
CDK_Depict_12_77,O=CO)C=C[C@@H]O)[C@@H]O)[C@H]O)C6
